[2026-08-06 16:52:00] , ACU_SN:    WTG26050900134 , Crash X ,Data: 00 00 00 00 01 00 01 00 01 00 01 00 01 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ff ff 07 00 64 00 e7 00 da 00 7a 00 35 00 f3 ff c2 ff 20 00 56 00 3a 00 fe ff 05 00 2c 00 17 00 f7 ff fd ff fe ff ff ff f5 ff ed ff f8 ff ff ff 01 00 03 00 00 00 0a 00 19 00 19 00 17 00 09 00 f7 ff e9 ff e1 ff e3 ff ed ff f8 ff ff ff 08 00 08 00 01 00 ff ff fc ff fe ff 06 00 00 00 04 00 02 00 01 00 ff ff fb ff f8 ff f6 ff f7 ff f9 ff fb ff fd ff ff ff 00 00 00 00 00 00 04 00 06 00 07 00 04 00 02 00 ff ff fe ff fe ff fe ff fa ff f6 ff f6 ff fa ff fe ff 00 00 01 00 02 00 03 00 02 00 00 00 ff ff ff ff 01 00 02 00 02 00 00 00 fe ff fb ff fa ff fa ff fb ff fd ff fe ff ff ff 00 00 02 00 03 00 03 00 03 00 02 00 01 00 00 00 ff ff fe ff fd ff fd ff fe ff ff ff ff ff fd ff fd ff ff ff 00 00 01 00 01 00 01 00 00 00 01 00 01 00 01 00 00 00 00 00 ff ff fe ff fd ff fe ff ff ff fe ff fe ff fe ff ff ff ff ff 01 00 02 00 03 00 03 00 02 00 01 00 00 00 ff ff fe ff fe ff fe ff 04 00 00 00 c4 ff b1 ff be ff 87 ff 35 ff 7f ff a3 ff df ff 1c 00 03 00 eb ff cc ff ba ff d5 ff fb ff 11 00 1b 00 26 00 30 00 2f 00 25 00 22 00 29 00 09 00 e7 ff dd ff ee ff fe ff f8 ff e9 ff de ff dc ff e3 ff ec ff fc ff 11 00 1f 00 2a 00 30 00 28 00 1d 00 11 00 06 00 fd ff f4 ff ec ff ef ff ed ff ee ff ec ff e9 ff f1 ff 00 00 0e 00 1b 00 25 00 27 00 1e 00 11 00 08 00 05 00 00 00 fe ff f8 ff ea ff eb ff ef ff f1 ff f3 ff f5 ff f8 ff 02 00 12 00 1b 00 00 00 09 00 08 00 02 00 00 00 01 00 03 00 00 00 f8 ff f0 ff eb ff ec ff f1 ff f6 ff f7 ff f6 ff fd ff 07 00 15 00 18 00 15 00 10 00 07 00 02 00 00 00 ff ff 00 00 fe ff f9 ff f4 ff f3 ff f9 ff ff ff 00 00 fe ff 01 00 08 00 0d 00 0d 00 0b 00 08 00 03 00 01 00 00 00 00 00 02 00 00 00 fc ff f9 ff fa ff ff ff 01 00 05 00 0a 00 11 00 1a 00 1e 00 1c 00 18 00 14 00 12 00 10 00 0b 00 08 00 09 00 08 00 06 00 07 00 07 00 05 00 04 00 02 00 02 00 01 00 01 00 00 00 fe ff ff ff ff ff 01 00 02 00 02 00 01 00 01 00 ff ff fe ff fe ff ff ff 00 00 00 00 00 00 ff ff fe ff fe ff ff ff 00 00 00 00 00 00 ff ff fe ff fe ff ff ff 02 00 03 00 03 00 02 00 ff ff fe ff fe ff ff ff 00 00 00 00 00 00 00 00 ff ff ff ff ff ff 00 00 00 00 00 00 00 00 ff ff ff ff 00 00 02 00 02 00 02 00 01 00 ff ff ff ff fe ff ff ff ff ff 01 00 00 00 ff ff ff ff fe ff ff ff 00 00 01 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ff ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 02 00 02 00 02 00 00 00 ff ff ff ff ff ff ff ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 

[2026-08-06 16:52:02] , ACU_SN:    WTG26050900134 , Crash Y ,Data: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 fe ff f7 ff e3 ff c3 ff 59 ff 44 fe 24 fd eb fc 15 fe a3 ff 54 00 1f 00 b9 ff e2 ff 2c 00 74 00 55 00 04 00 e2 ff f3 ff 09 00 20 00 22 00 1c 00 21 00 3f 00 20 00 db ff 95 ff 9d ff e4 ff 2a 00 38 00 1a 00 fb ff f6 ff 14 00 2e 00 27 00 0c 00 fa ff fb ff 11 00 22 00 1b 00 01 00 e9 ff df ff e4 ff ed ff fb ff 05 00 0c 00 16 00 1f 00 1c 00 12 00 0a 00 08 00 0c 00 0a 00 03 00 fb ff fc ff 06 00 0b 00 02 00 f0 ff e6 ff ef ff 00 00 17 00 1e 00 15 00 08 00 08 00 11 00 17 00 0f 00 01 00 f5 ff f6 ff 00 00 09 00 07 00 fc ff f2 ff f4 ff ff ff 0b 00 11 00 10 00 0b 00 0b 00 0d 00 00 00 02 00 ff ff fb ff fb ff fd ff ff ff ff ff ff ff fd ff fc ff fd ff 01 00 07 00 0c 00 0e 00 0d 00 0a 00 08 00 07 00 06 00 05 00 02 00 ff ff fc ff fd ff fe ff 00 00 00 00 00 00 02 00 05 00 08 00 0a 00 09 00 08 00 06 00 06 00 05 00 03 00 01 00 00 00 ff ff ff ff fe ff fe ff fe ff ff ff 02 00 05 00 07 00 09 00 05 00 10 00 4e 00 c5 00 8e 01 56 02 91 02 ff 01 57 01 98 00 0e 00 02 00 2f 00 3e 00 1f 00 00 00 09 00 16 00 04 00 cc ff 9c ff 9e ff b1 ff c2 ff d5 ff ec ff 15 00 36 00 4d 00 4d 00 3f 00 23 00 0b 00 f6 ff f3 ff f6 ff f4 ff e7 ff db ff cc ff c0 ff bc ff bb ff ca ff e3 ff 00 00 1f 00 3a 00 45 00 3d 00 27 00 10 00 fe ff ed ff e7 ff e2 ff dd ff da ff da ff d7 ff d2 ff d3 ff dc ff ef ff 08 00 20 00 33 00 37 00 33 00 24 00 0d 00 fc ff f0 ff e7 ff de ff dc ff e3 ff ea ff ea ff e7 ff e5 ff eb ff f9 ff 0b 00 1d 00 27 00 29 00 23 00 16 00 06 00 fb ff f3 ff ee ff ea ff e7 ff e8 ff e9 ff e9 ff ed ff f1 ff f7 ff 01 00 0b 00 17 00 20 00 20 00 17 00 09 00 fd ff f8 ff f8 ff f7 ff f1 ff 00 00 f6 ff f1 ff f2 ff f4 ff f6 ff fa ff 01 00 07 00 0c 00 0a 00 04 00 fb ff f1 ff e7 ff de ff d5 ff cc ff c4 ff bf ff bb ff b8 ff b8 ff b9 ff b9 ff c1 ff ce ff de ff e8 ff ec ff ed ff ed ff ef ff f2 ff f4 ff f7 ff fa ff fc ff fe ff 00 00 02 00 03 00 02 00 01 00 00 00 ff ff ff ff 00 00 02 00 02 00 00 00 ff ff 00 00 02 00 05 00 05 00 04 00 02 00 02 00 03 00 05 00 06 00 04 00 02 00 01 00 01 00 01 00 01 00 ff ff ff ff 00 00 01 00 02 00 03 00 03 00 02 00 02 00 03 00 03 00 03 00 03 00 02 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 01 00 02 00 02 00 02 00 02 00 02 00 02 00 02 00 02 00 02 00 01 00 01 00 00 00 00 00 00 00 00 00 ff ff ff ff 00 00 01 00 01 00 02 00 01 00 01 00 02 00 03 00 03 00 03 00 02 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 02 00 02 00 02 00 01 00 01 00 02 00 02 00 02 00 02 00 01 00 00 00 ff ff 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 01 00 01 00 01 00 01 00 02 00 02 00 02 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 01 00 01 00 01 00 01 00 01 00 01 00 01 00 01 00 00 00 00 00 ff ff 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 01 00 01 00 01 00 01 00 01 00 02 00 01 00 01 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 01 00 01 00 01 00 01 00 01 00 01 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 01 00 01 00 01 00 00 00 01 00 01 00 02 00 

[2026-08-06 16:53:42] , ACU_SN:    WTG26050900134 , Crash X ,Data: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ff ff 04 00 34 00 a3 00 cb 00 b4 00 74 00 1e 00 d8 ff 00 00 42 00 43 00 21 00 d4 ff f6 ff 02 00 07 00 03 00 13 00 16 00 fc ff f0 ff f6 ff fb ff 02 00 03 00 ff ff 04 00 0c 00 16 00 1a 00 11 00 0b 00 01 00 ed ff dd ff d9 ff eb ff fa ff 05 00 0b 00 07 00 00 00 ff ff fc ff 01 00 06 00 08 00 00 00 fe ff fd ff fb ff fa ff fa ff fa ff f8 ff f7 ff f9 ff fc ff ff ff 00 00 00 00 02 00 04 00 06 00 04 00 02 00 01 00 00 00 fe ff fd ff fc ff f8 ff f7 ff f9 ff fc ff ff ff 01 00 02 00 02 00 02 00 01 00 00 00 00 00 01 00 00 00 01 00 01 00 00 00 fc ff fb ff f9 ff fa ff fb ff fd ff ff ff 00 00 02 00 02 00 02 00 01 00 01 00 01 00 01 00 00 00 ff ff fe ff fe ff fd ff fe ff ff ff fe ff fe ff fe ff ff ff 00 00 00 00 00 00 00 00 01 00 02 00 02 00 01 00 00 00 ff ff fe ff fe ff fe ff ff ff ff ff fe ff fd ff fe ff ff ff 00 00 01 00 01 00 01 00 01 00 01 00 01 00 00 00 ff ff fe ff fe ff 02 00 fa ff c6 ff be ff c8 ff 89 ff 31 ff 79 ff 9b ff db ff 1c 00 0b 00 f4 ff d9 ff bb ff c7 ff eb ff 07 00 15 00 25 00 32 00 33 00 2c 00 29 00 20 00 0d 00 e9 ff dd ff eb ff 02 00 fe ff f0 ff da ff d5 ff e4 ff f1 ff f8 ff 05 00 12 00 1e 00 30 00 31 00 26 00 17 00 0f 00 03 00 f4 ff e5 ff e3 ff f0 ff f3 ff f4 ff ee ff ec ff f6 ff 05 00 15 00 21 00 27 00 23 00 15 00 0b 00 02 00 fd ff 00 00 ff ff f8 ff ef ff eb ff e8 ff ef ff f7 ff fa ff fe ff 08 00 13 00 19 00 19 00 17 00 10 00 00 00 fe ff fc ff fb ff f8 ff f4 ff ef ff ee ff f2 ff f4 ff f4 ff f5 ff f9 ff ff ff 0b 00 17 00 19 00 14 00 0c 00 06 00 01 00 ff ff fd ff fd ff fb ff f8 ff f6 ff f8 ff fb ff fc ff ff ff 02 00 05 00 08 00 0d 00 0d 00 0a 00 05 00 02 00 01 00 00 00 fe ff fe ff fc ff fa ff fc ff fe ff fe ff 01 00 06 00 0e 00 14 00 18 00 18 00 18 00 16 00 14 00 12 00 0d 00 07 00 08 00 0b 00 0c 00 0b 00 0a 00 08 00 05 00 03 00 03 00 04 00 03 00 02 00 00 00 fe ff fe ff ff ff 00 00 00 00 ff ff ff ff ff ff ff ff 00 00 01 00 01 00 ff ff fe ff fe ff ff ff ff ff ff ff ff ff ff ff fe ff fe ff fe ff 00 00 01 00 02 00 03 00 03 00 02 00 01 00 00 00 ff ff fe ff ff ff ff ff ff ff ff ff ff ff ff ff ff ff 00 00 00 00 00 00 ff ff ff ff ff ff ff ff 01 00 02 00 02 00 02 00 00 00 ff ff ff ff ff ff 00 00 00 00 00 00 00 00 00 00 ff ff 00 00 00 00 01 00 01 00 01 00 00 00 ff ff ff ff ff ff ff ff 00 00 00 00 ff ff ff ff ff ff ff ff 00 00 00 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 ff ff ff ff 00 00 ff ff ff ff ff ff ff ff 00 00 01 00 01 00 01 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 ff ff fe ff ff ff ff ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 

[2026-08-06 16:53:44] , ACU_SN:    WTG26050900134 , Crash Y ,Data: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 fd ff f2 ff d6 ff 94 ff e1 fe ce fd dd fc 4c fd db fe fe ff 50 00 ea ff b6 ff 06 00 3b 00 75 00 30 00 f1 ff ea ff ff ff 10 00 26 00 23 00 16 00 31 00 30 00 09 00 c8 ff 9f ff bc ff fd ff 25 00 20 00 0a 00 f9 ff 04 00 25 00 39 00 24 00 01 00 f3 ff ff ff 19 00 22 00 10 00 f6 ff e1 ff e2 ff ed ff f9 ff 01 00 05 00 0a 00 14 00 1c 00 1c 00 15 00 0c 00 08 00 09 00 07 00 02 00 fc ff ff ff 06 00 06 00 fc ff 00 00 f3 ff fc ff 10 00 1e 00 1d 00 0f 00 06 00 0b 00 15 00 16 00 0a 00 fa ff f3 ff fa ff 06 00 0b 00 04 00 f8 ff f1 ff f6 ff 03 00 0f 00 12 00 0e 00 09 00 0b 00 00 00 07 00 05 00 fd ff f9 ff fa ff ff ff 02 00 01 00 ff ff fb ff fb ff fe ff 03 00 08 00 0b 00 0c 00 0b 00 0a 00 09 00 08 00 07 00 04 00 00 00 fe ff fc ff fe ff ff ff 00 00 00 00 00 00 01 00 05 00 08 00 0a 00 0a 00 08 00 08 00 07 00 06 00 04 00 02 00 00 00 ff ff ff ff fe ff ff ff 00 00 02 00 04 00 05 00 08 00 08 00 11 00 43 00 a6 00 72 01 3a 02 8d 02 0e 02 73 01 b4 00 0c 00 02 00 36 00 47 00 20 00 f4 ff fb ff 12 00 15 00 dd ff a8 ff a8 ff ad ff b8 ff c9 ff e3 ff 0c 00 37 00 4a 00 4d 00 41 00 2a 00 18 00 01 00 ec ff eb ff f5 ff f7 ff eb ff d1 ff b9 ff b7 ff c3 ff cf ff de ff ef ff 09 00 2e 00 43 00 46 00 33 00 19 00 03 00 f2 ff e4 ff dc ff da ff df ff e3 ff df ff d6 ff ce ff d3 ff e7 ff 00 00 19 00 2b 00 35 00 32 00 27 00 13 00 04 00 fa ff ee ff e1 ff da ff db ff e5 ff e9 ff ea ff e9 ff e9 ff f2 ff 01 00 13 00 23 00 2d 00 27 00 1a 00 0a 00 ff ff f8 ff f6 ff f2 ff ea ff e3 ff e2 ff e7 ff ed ff f2 ff f5 ff fb ff 05 00 11 00 1c 00 21 00 1b 00 0e 00 02 00 fc ff f9 ff 00 00 f9 ff f1 ff ea ff eb ff ec ff f0 ff f6 ff fa ff fd ff 05 00 0a 00 0a 00 07 00 01 00 fa ff f2 ff ea ff e1 ff d8 ff cf ff ca ff c7 ff c4 ff c2 ff be ff b7 ff b4 ff bf ff ce ff db ff e2 ff e4 ff e4 ff e8 ff ed ff f1 ff f4 ff f6 ff f8 ff fa ff fd ff 01 00 04 00 04 00 02 00 00 00 fd ff fd ff ff ff 01 00 01 00 00 00 00 00 ff ff 00 00 02 00 05 00 05 00 04 00 03 00 04 00 06 00 07 00 06 00 03 00 00 00 00 00 00 00 00 00 00 00 ff ff ff ff ff ff 01 00 03 00 03 00 03 00 03 00 03 00 04 00 04 00 04 00 02 00 01 00 01 00 00 00 00 00 00 00 ff ff 00 00 00 00 01 00 01 00 01 00 02 00 02 00 02 00 02 00 02 00 02 00 02 00 02 00 02 00 01 00 00 00 ff ff fe ff ff ff 00 00 01 00 02 00 02 00 02 00 02 00 02 00 02 00 03 00 02 00 02 00 01 00 01 00 00 00 00 00 00 00 ff ff ff ff 00 00 01 00 02 00 02 00 02 00 01 00 01 00 01 00 01 00 02 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 02 00 02 00 02 00 01 00 01 00 01 00 01 00 01 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 01 00 01 00 01 00 01 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 00 00 00 00 01 00 01 00 02 00 01 00 01 00 00 00 00 00 00 00 01 00 01 00 01 00 01 00 00 00 01 00 01 00 01 00 01 00 01 00 00 00 00 00 01 00 01 00 01 00 01 00 01 00 01 00 01 00 00 00 00 00 01 00 00 00 00 00 01 00 00 00 00 00 

[2026-08-06 16:55:12] , ACU_SN:    WTG26050900134 , Crash X ,Data: 01 00 00 00 01 00 01 00 00 00 01 00 01 00 01 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ff ff fe ff 00 00 30 00 97 00 be 00 c7 00 84 00 2b 00 e4 ff fc ff 38 00 3d 00 1f 00 d5 ff fb ff 0e 00 12 00 03 00 1a 00 19 00 fe ff ea ff ed ff fd ff 06 00 ff ff 03 00 08 00 08 00 12 00 13 00 0a 00 07 00 0c 00 06 00 f5 ff d6 ff da ff ee ff fc ff 0b 00 0e 00 07 00 03 00 fe ff fc ff fe ff 03 00 00 00 06 00 03 00 fe ff fa ff f7 ff f7 ff f7 ff f8 ff fc ff ff ff ff ff ff ff fe ff 01 00 04 00 07 00 07 00 04 00 01 00 ff ff fe ff fc ff fc ff fc ff fc ff fb ff fb ff fd ff ff ff 02 00 03 00 03 00 02 00 00 00 ff ff ff ff 00 00 02 00 04 00 03 00 fe ff fa ff f8 ff f9 ff fb ff fe ff ff ff ff ff 00 00 01 00 02 00 02 00 02 00 02 00 01 00 00 00 00 00 ff ff fe ff fe ff fe ff fe ff fe ff fe ff fe ff ff ff 00 00 00 00 00 00 01 00 02 00 03 00 02 00 00 00 00 00 ff ff fe ff fd ff fd ff fe ff fe ff fd ff fe ff fe ff ff ff 00 00 01 00 02 00 02 00 02 00 02 00 02 00 00 00 ff ff ff ff ff ff fe ff 00 00 fe ff da ff c6 ff d6 ff 9d ff 48 ff 5f ff 88 ff c1 ff 08 00 18 00 00 00 e4 ff c4 ff b8 ff d7 ff fc ff 13 00 1d 00 2d 00 37 00 31 00 28 00 28 00 16 00 fa ff ed ff e9 ff f2 ff f8 ff f2 ff e8 ff dc ff df ff ee ff f1 ff fb ff 0a 00 22 00 2d 00 37 00 2e 00 1b 00 09 00 fe ff f8 ff f0 ff eb ff f0 ff f1 ff f4 ff ef ff eb ff f2 ff fd ff 0c 00 1c 00 28 00 28 00 1b 00 10 00 07 00 00 00 fe ff fd ff f9 ff f1 ff e7 ff eb ff f3 ff f7 ff fa ff fc ff 02 00 0d 00 15 00 00 00 0b 00 0b 00 07 00 04 00 00 00 fe ff fd ff f7 ff f1 ff ee ff f0 ff f6 ff f8 ff f7 ff f8 ff fc ff ff ff 0c 00 16 00 17 00 17 00 0d 00 05 00 01 00 fc ff fb ff fb ff fb ff f9 ff f9 ff fa ff fb ff fd ff ff ff 01 00 05 00 09 00 0e 00 0d 00 08 00 05 00 02 00 01 00 01 00 00 00 ff ff fd ff fb ff fb ff fd ff ff ff 05 00 0c 00 12 00 15 00 16 00 16 00 15 00 13 00 12 00 0f 00 0b 00 07 00 0b 00 0c 00 0c 00 0b 00 08 00 06 00 04 00 04 00 04 00 04 00 04 00 02 00 00 00 ff ff fe ff ff ff 00 00 01 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 ff ff fe ff fe ff fe ff ff ff ff ff 00 00 ff ff ff ff fe ff fe ff 00 00 01 00 02 00 03 00 02 00 01 00 00 00 fe ff fe ff ff ff ff ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 02 00 02 00 01 00 00 00 ff ff fe ff fe ff ff ff ff ff 00 00 00 00 ff ff ff ff ff ff 00 00 01 00 02 00 02 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ff ff 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 01 00 01 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 01 00 01 00 01 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 01 00 01 00 01 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 

[2026-08-06 16:55:13] , ACU_SN:    WTG26050900134 , Crash Y ,Data: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 ff ff f6 ff e0 ff 96 ff ec fe f2 fd ef fc 38 fd b1 fe e1 ff 4c 00 f2 ff b2 ff fe ff 3c 00 85 00 3f 00 f8 ff f2 ff fc ff 07 00 18 00 1f 00 1c 00 22 00 35 00 1d 00 e1 ff aa ff b3 ff e4 ff 16 00 20 00 11 00 fe ff 03 00 1c 00 3d 00 2e 00 08 00 f1 ff f4 ff 10 00 24 00 1c 00 fe ff e4 ff de ff eb ff fa ff 02 00 06 00 08 00 10 00 19 00 1b 00 16 00 0e 00 0a 00 08 00 07 00 02 00 fc ff fe ff 06 00 09 00 01 00 00 00 f2 ff f6 ff 08 00 19 00 1e 00 13 00 08 00 08 00 13 00 17 00 0f 00 ff ff f4 ff f7 ff 03 00 0b 00 08 00 fd ff f4 ff f5 ff ff ff 0b 00 12 00 0f 00 09 00 09 00 0d 00 00 00 03 00 fe ff f8 ff f9 ff fe ff 03 00 03 00 ff ff fc ff fc ff ff ff 04 00 08 00 0b 00 0b 00 0b 00 0c 00 0b 00 09 00 05 00 02 00 00 00 ff ff ff ff ff ff ff ff 00 00 00 00 01 00 02 00 05 00 07 00 09 00 09 00 08 00 08 00 08 00 07 00 04 00 02 00 01 00 01 00 00 00 00 00 ff ff 00 00 01 00 03 00 05 00 07 00 08 00 0b 00 0a 00 29 00 70 00 19 01 f1 01 7c 02 48 02 b2 01 0d 01 3e 00 fb ff 21 00 42 00 37 00 05 00 f4 ff 07 00 19 00 f6 ff c0 ff a6 ff 9e ff b2 ff c9 ff e3 ff ff ff 17 00 30 00 45 00 50 00 43 00 25 00 0a 00 f1 ff e9 ff f4 ff f1 ff e3 ff d4 ff cc ff c3 ff c4 ff c5 ff d2 ff e7 ff fd ff 22 00 3a 00 44 00 3d 00 29 00 10 00 fb ff ed ff e8 ff dd ff d8 ff d9 ff de ff d9 ff d3 ff d3 ff df ff f5 ff 0e 00 24 00 32 00 36 00 2d 00 20 00 0f 00 fd ff f1 ff ea ff df ff da ff e2 ff e9 ff eb ff e8 ff e6 ff ed ff fa ff 0b 00 1b 00 27 00 29 00 21 00 16 00 08 00 fd ff f6 ff f2 ff f1 ff e8 ff e4 ff e6 ff e9 ff f0 ff f3 ff f5 ff fc ff 08 00 15 00 1f 00 20 00 17 00 0a 00 ff ff fa ff f8 ff f8 ff f5 ff 00 00 f5 ff f1 ff f0 ff f2 ff f6 ff fb ff 01 00 09 00 0c 00 0c 00 06 00 fe ff f7 ff f2 ff ec ff e4 ff d9 ff d0 ff cb ff c9 ff c6 ff c1 ff bb ff b4 ff b6 ff c3 ff cd ff d8 ff de ff e1 ff e3 ff e9 ff ee ff f3 ff f5 ff f7 ff f9 ff fb ff fe ff 01 00 03 00 03 00 02 00 00 00 fe ff fe ff ff ff 00 00 00 00 ff ff fe ff fe ff 00 00 03 00 05 00 05 00 04 00 04 00 05 00 05 00 06 00 05 00 03 00 01 00 01 00 01 00 00 00 ff ff 00 00 00 00 00 00 01 00 01 00 02 00 03 00 04 00 04 00 04 00 03 00 02 00 02 00 02 00 02 00 01 00 00 00 ff ff ff ff 00 00 01 00 02 00 02 00 02 00 02 00 03 00 04 00 04 00 03 00 02 00 01 00 02 00 02 00 02 00 01 00 00 00 ff ff ff ff 00 00 02 00 02 00 02 00 02 00 02 00 03 00 03 00 03 00 02 00 02 00 02 00 01 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 01 00 01 00 01 00 02 00 03 00 03 00 02 00 01 00 01 00 01 00 02 00 02 00 01 00 00 00 00 00 00 00 01 00 01 00 01 00 01 00 01 00 01 00 01 00 02 00 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 01 00 00 00 00 00 01 00 01 00 01 00 00 00 00 00 00 00 01 00 01 00 01 00 00 00 00 00 00 00 01 00 01 00 01 00 01 00 01 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 01 00 01 00 01 00 01 00 01 00 01 00 01 00 01 00 01 00 02 00 01 00 01 00 01 00 01 00 01 00 01 00 00 00 00 00 00 00 01 00 01 00 01 00 01 00 01 00 01 00 01 00 01 00 01 00 
